ID,name,latitude,longitude,mean_checkin_time,review,category
2289,Mr. Eds seafood and oyster Bar,29.9549911951,-90.0693310797,18.0,"The food was delicious!  The problem is the service!  First the good:  It was super fresh & everyone enjoyed their meals. We had the alligator appetizer, Shrimp Po Boy, Shrimp & Grits, & the Creole Sampler.  No complaints on any of them. We also had the Charbroiled Oysters, Yum!  The bar drinks were also really tasty & strong.  Where the visit fell apart is service.  Our waiter, Dominque , was just plain HORRIBLE!  He took drink orders & appetizer at the same time.  We received the appetizer but no sign of any of the drinks bar or non-bar.  He finally came back with part of the drinks.  I asked about the missing drink which he said was coming.  We then watched him go back over & enter the order.  It then sat & sat on the bar waiting for him to return. The food runner brought out the order & made sure it was correct.  The waiter finally returned with the bar drink.  All glasses were empty but no refills offered.  I stopped him & asked for additional Dr Pepper & Diet Coke.  They never came.  He likewise did not return until he dropped off the check never asking how things were, desserts, etc.  the buser has came by & cleared all plates, etc.  the buser like the food runner checked on the meal & asked if we'd consider eating there again.  I would still have only taken off 1 star had I not overheard the hostess tell someone who was on waitlist "" people complain about service but they have 10 tables each"". This tells me it isn't an isolated issue. I waited tables for over 8 years.  I understand bad nights but this was just extreme.",Restaurants
795,Legends Food & Spirits,29.9642482,-90.0847335,4.0,"When this bar first opened, I was its number one supporter and I regularly went there. However, I was drugged at this bar, and when I went back there to try and find out what had happened, they were more concerned about covering their asses than providing me with information that would help me. At first they said they hadn't seen anything and that I left perfectly fine, but soon after they had one of their workers run out with a lie about how I had been drinking a lot and that I was completely wasted, when in truth I had 2 drinks (I remember that 100%) and I even have the receipt to back that up. Ladies-- if you go there, just watch your back.",Nightlife
1778,Verizon,29.9600207438,-90.1844785223,17.5,"great customer service! came here 5 times within a month to get new phones for the family, everyone was extremely helpful each time. they made every transaction smooth. ask for Al, he's the best!",Shopping
217,CVS Pharmacy,29.9777,-90.0966,19.0,The pharmacy gals are all excellent.  The store is always clean and the product in stock. Sweet......,Shopping
799,NOLA Smokehouse,29.927221,-90.074369,17.0,AMAZING!!! The BBQ at Nola Smokehouse is the best I've had since moving here. The bartender at NOLA Brewery recommended it after a lengthy discussion about the best places to eat. My husband had the tri tip with horseradish cream and I had the pulled pork sandwich with spicy sauce and a side of coleslaw. Everything was finger licking good. We will definitely be returning and bringing everyone we know along with us.,Restaurants
710,Creole Delicacies Gourmet Shop,29.958077,-90.062631,18.0,"Yet another tourist trap style shop with lots of gifts.  Things seemed a bit pricey to me, but I guess no more so than other similar places.",Shopping
1678,Mac and Moon,29.9451704,-90.0696037,3.0,"When I visit any city, the first thing I do as a ""vegan on the go"" is look for the places that will meet my dietary needs. I found this place on Yelp, just a few blocks away from the WWII National Museum. It was May 14th around 5pm, so not much was left in the case, except for some very expensive treats and some Vegan Muffins. The gentleman behind the counter was very friendly and helpful. But, being it was near the end of the day and the muffins were day old, they were a bit pricey and dry. The flavor was nice, but not as fresh. Now, again, I hit it at a Monday early evening, they were about to close up shop for the day, so options were slim. I can't blame them for that. The muffins were small and, as I said dry, for the price. I was happy to find the place and I would go back again when Visiting Nola, to see if I can hit them at the right time and have a better experience. Maybe I could try a few of the dishes that other's on Yelp seemed to like. I think the could learn a lot from Breads on Oak. It's a great start down a road that so many are not willing to take when creating Vegan delights. I wish them all the best in growth and abundance.",Restaurants
580,Rare Finds,29.961347,-90.058963,18.5,"This place is a treasure trove of wonderful old things.  If you collect or have any interest in anything from years past, you'll probably enjoy this place.  Some things I noticed were: a bucket of old photographs, perfume bottles and other decorative bottles, cameos, buttons buttons buttons, dolls, an old rotary dial telephone that still works, typewriters, baseball cards, doubloons and throws from Mardi Gras parades (vintage and antique), New Orleans memorabilia, masks, gizmos, gadgets, whosits, whatsits, thingamabobs... and probably a dinglehopper, too. OK. Sorry for the Little Mermaid reference. My point is, this places is fantastic for fun gifts or collections.  The owner is very, very nice.  She offers a layaway program, too, so if you find something you absolutely must have, she'll work with you to make sure you can get it.",Shopping
2226,WOW Cafe,30.0415355,-89.9556707,3.0,I came here when I was living in New Orleans East. Needed wifi. They had it so I was happy. I ordered wings. I do not remember how it tasted but I know I was hungry. I like the quiet / peacefulness in here. lol. It is relaxing when I went there!,Restaurants
1330,Wrong Iron,29.9750176093,-90.0921986213,12.0,"Terrible service at the bar and for the crawfish. New establishment, the staff wasn't welcoming.",Nightlife
90,Apple Repair Shop,29.9349596,-90.1105414,18.0,"My computer got hacked and instead of taking it to Apple where they do a blanket sweep for $250 and it takes multiple days, Chris was able to walk me through what had happened.  He removed all of my files on an external drive and swiped the comp, put them back on and even re-installed Word for me free of charge.  He then changed all of the settings to make my computer as secure as possible and downloaded his preferred ad-blocker which also blocks ads on YouTube videos, which will be forever awesome.   It was cheaper, faster, and more hands on and thorough than Apple. Highly recommend his abilities.",Shopping
915,Arrow Cafe,29.9600200653,-90.0684204102,17.0,"Beans and bikes!!!  What a genius combination!!! Beautiful latte art that tastes as good as it looks. Limited seating, but it wasn't crowded when I went (a Sunday morning the week before Christmas). In the French Quarter. I then caught the bus in the next block of Rampart to go to the St. Roch Food Hall.....a great way to spend the weekend.   Will definitely return on future trips. Interesting selection of bath/apothecary products, each with testers.....the ones I tried smelled amazing and would make nice gifts. So beans, bikes, AND gifts!!",Shopping
1217,Petite Amelie,29.9597003,-90.0631485,18.0,Down here in NOLA for a quick trip - always like eating in neighborhood restaurants. This one was nice for an early breakfast - good egg sandwiches and great coffee. And the people working here are awesome!,Restaurants
1283,New Era,29.9539901,-90.070965,18.0,Bought a hat. Sales person took off stickers and didn't give to me. Went home tried it on and decided it was too tight. Brought it back with a receipt two hours later and store wouldn't take it back because the stickers were off. Never been worn. Receipt says I have 30 days. Store manager was super rude. Clearly didn't value my business buying a $35 hat. Will never shop there again.,Shopping
597,Peacock Room,29.9485372,-90.0673229,2.0,"The Peacock Room is a pretty cool hotel bar.  The food was great but, we left still a little hungry.  Probably best not to go with the expectation of have dinner.  Even though it's new and popular, we didn't feel rushed spending about two hours at a table.  Very impressed that they let us leave my car with the valet and return several hours later to find it up front and keys with the front desk.",Nightlife
947,Legacy Kitchen Oyster Counter + Tap,29.9532441774,-90.0719013065,16.0,The fried oysters are amazing...  and the salmon with greens is even better.  Excellent food and fantastic service.  Everyone that works here is extra friendly which made it a wonderful experience.  We will definitely be back!,Restaurants
3096,Baby's Snack Box,29.9665424,-90.0763501,21.0,"Been having a snowball kick lately. I get the same thing every time, strawberry with condensed milk. Baby always getcha right!",Restaurants
656,Saint Lawrence,29.9527845,-90.065499,5.0,Thoroughly enjoyed the fried chicken. The greens were excellent. Great service. We ordered too much good and fortunately they had run out if a couple things during the day service because we had more than enough food with just the entrees.,Restaurants
2222,Iggy's,29.9675472,-90.0593047,5.0,Really enjoyed hanging out here late into the night. Great neighborhood bar to watch the Saints or take down the last drinks before you finally pass out.,Nightlife
727,Ugly Dog Saloon & BBQ,29.9425511,-90.067852,17.0,"Went here today with two others after every other restaurant had an hour or long wait. I wish we had waited an hour.  We walked in to a dive. Fine. Ugly is on the name. What can be expected? Some toddler was banging on a piano by the entrance. After having to go to the bar to order, I asked the bartender what she recommended. She said ""anything."" To narrow it down, I asked which of the sandwiches. Again...""anything."" Oooookay. I'll have a burger cooked medium-well with only lettuce and cheddar. I asked for fries instead of chips. ""We don't have a fryer."" The other two got ""Today's Special"": a chili dog. Theirs came out in a couple minutes.   After twenty minutes, I went up to the area where you go to pick your food. I then saw three microwaves. No sign of a grill. Just three microwaves and a smoker. I watched them microwave not only the hot dogs, but also my macaroni and cheese, some person's chick breast, sausage, the chili, some cheese sauce, a bottles bbq sauce, and my hamburger. They then proceeded to put some sort of cole slaw, pepper jack cheese, and other things on my burger. I told them I only asked for lettuce and cheese but to now just trade it for a chili dog. The man said that the hot dogs take some time to grill so it will be a while. Oh, like the twenty minutes it took you to microwave the burger?   The chili dog came out about 5-10 minutes later. Chili tasted like it was from a can. Hot dog had no grill marks but was a Nathan's hot dog, so it's hard to screw up.   Bathroom was disgustingly dirty. Toilet was overflowed and soap dispenser was empty.   Stay away.",Restaurants
2519,Louisiana Pizza Kitchen,29.961111,-90.0582831,18.0,The best pizza in NOLA!!  Nice place to go if you are in the NOLA area and you love pizza..,Restaurants
314,Backspace Bar & Kitchen,29.9534413,-90.0675267,7.0,Just what we were looking for.  A neighborhood bar with better than average bar food.  The meatloaf sandwich was delicious!  Sara was a wonderful bartender and gave honest suggestions.  Great find!,Restaurants
1897,Theo's Neighborhood Pizza,29.9600963032,-90.1853465571,17.0,"I have not yet tried the pizza here, but have had the meatball sub, and it was terrific.  The meatballs were tender and fresh and the bread was nice & crispy.  I got the lunch special which includes the sub, a bag of chips and a soft drink and it came to $8.78.  I was floored.  You spend $6 to $7 bucks nowadays at crappy fast food joints.  This was real food for less than $9 bucks.  I will definitely go back to this place to try other menu items.",Restaurants
1034,Nice Guys Bar and Grill,29.960006,-90.113653,17.0,My daughter and I are always ready for some chicken and waffles. I watched Nice Guys NOLA instagram page for weeks and decided it was time.  We walked in and asked to be seated outside.  The staff was incredible.  Our waitress was really nice and funny. She had us cracking up the whole time. Even the security guard was cool. He chatted and joked with us.  My daughter said these were the best chicken and waffles she's ever had. The dish is served with a side of fresh fruit.  The waffles were good but the chicken was the star of the show. The chicken was seasoned to perfection.,Restaurants
2046,Buds Broiler,29.9473994,-90.1129356,18.0,"It is a little strange getting a hot dog sliced up in a hamburger bun, but I got over that pretty quick once I tasted the hickory sauce. Delicious. There is both inside and outside seating, and the street is a quiet one, so it was nice and relaxing.  If you order the shrimp on a bun, smile, because it comes loaded with shrimp to the point where it almost creates its own side dish.  I will be back.",Restaurants
3060,The Green Bar,29.9515105,-90.0646171,5.0,"Pricey hotel bar. But the cocktails are very good (I assume, I don't drink a lot of cocktails) the amaretto sour was really good, it became my drink of choice on this trip and of the several places I tried it this was the best.",Nightlife
942,Gabby's Bar and Grill,30.028201,-90.013648,4.0,"This a good neighborhood bar and grill, good food and always a nice crowd. I just don't like you can't order over the phone without using your credit card THAT SUCKS!!!",Restaurants
1515,Baie Rouge,29.9209927,-90.0987535,17.0,"Great place, great food, great service!!   Called ahead to see if there was a wait since a Friday night just after 6. They offered to hold a table for us. Awesome!! Table was labeled ""reserved"" for us when we arrived. :-)  Came here with our two young kids, who are selective eaters. Kitchen made them grilled cheese sandwiches from hamburger buns and cheese, even though not on the menu! They also served with a small side of fries, and charged low for what a kid's meal would  be at a comparable restaurant.  As for the food - oh, my! Brie fries were amazing!! Husband got beef cheek tacos and they were eaten before I was half done. I ordered the burger, and it was amazing!! Ordered it cooked med, and I don't recall much pink, but the flavors were amazing!!  Our server was great with us, and asked before refilling the kids' cups, which we really appreciated since we do water after their first ""special"" drink (was apple juice for one and root beer for the other).  Atmosphere is friendly and casual. We will def be back! Thanks for a great night out!",Restaurants
2923,Hi Ho Lounge,29.9690056,-90.0554284,4.0,"The hipster bar to end all hipster bars. I can't think of any place I'd rather be on a Saturday night than dancing to DJ Soul Sister at Hi Ho Lounge. I've only ever been on Saturdays, but I've never had a bad time at Hi Ho. I'm sure any other night would be just as fun. The crowd is...eccentric, but it gives the place a certain charm that you wouldn't expect just from looking at it on the outside. It's a tight space, and it gets pretty packed later in the night, but if you need a break from the dancing, go outside and check out the patio and see what food they're serving that night. There's always a different pop-up restaurant in the back. The cubanos are supposedly the best in the city!",Nightlife
334,N'awlins Jazz Cafe,29.920729,-90.09932,18.0,"ate there a week ago Sunday lunch...great service...a-ok/good baked chicken, bagette, side salad, corn muffin, & bloody mary.  Decor is vintage 70's/80's but nice enough and very clean.",Restaurants
736,Nile Ethiopian Restaurant,29.9298057556,-90.0764389038,17.0,"Delicious food always way more than you can eat. We ordered lamb curried stew, beef tibs and kitfo. This is our third trip here in three years and every time I have been impressed with the quality and quantity of food you get served here. I will continue to return!",Restaurants
3215,Igor's Lounge & Game Room,29.934535,-90.0805199,7.0,"This is my local watering hole, so I may be a bit biased. I've been coming here since August, and the service has always been excellent. Friendly, hard-working staff, decent bar food, stiff drinks, and an eclectic crowd keep me coming back. Karaoke and trivia nights are always entertaining. My only complaint is that they don't use tomatoes when they dress your sandwich. (Try the cajun burger anyway.) Open 24 hours, which is a big plus.",Nightlife
272,Two Tony's Restaurant,30.0209829768,-90.1148233424,3.0,"Recently visited for a family birthday dinner. I chose the restaurant from my past experience. I have to say I was disappointed with my entree  on this visit.  I had the grilled Mahi Mahi, usually my fave fish. The Mahi had no flavor, was very bland, and a sort of ""fishy taste."" The side of Capellini pasta was equally disappointing. The Marinara sauce tasted like pure tomato sauce out of the can.   The other entrees at the table were Veal Montalbano and chicken Pontchartrain. The guests liked their entrees, so maybe I chose the wrong dish, but I don't think I will be back for awhile.",Restaurants
2953,Daiquiri Chef,30.0087000454,-90.0210821629,19.0,Great Daiquiris and quick!! Can't go wrong with this place. There's several drink options. I had a good pina colada with an extra shot of coconut rum.,Nightlife
3416,Garb Boutique,29.929926,-90.075928,19.0,"Ofcourse I came because it's Toya's boutique. She was not there but her dad was and it was great to see him. But any way this store has cute clothes but just not a huge selection. The few clothes it has are pricey as most boutiques are. The one employee that was present was very sweet and informative. Though there wasn't a big selection, I wouldn't mind visiting again.",Shopping
1284,Bub’s Nola,29.9746089,-90.1066355,18.0,"In thinking about my lunch at Bub's, I can't really think of anything that wasn't great. The service was friendly. The food was hot, fresh, and delicious. The atmosphere is relaxed. My husband and I each got a Bubs burger (I added lettuce), split an order of Brussels sprouts with honey sriracha glaze, and each got a can of Diet Coke. When I want a thin, crispy, flavorful, greasy burger this is definitely the place I would come.",Restaurants
3142,Kenton's Restaurant,29.9216606662,-90.1187545855,16.0,"For a neighborhood restaurant, this place does not disappoint. Absolutely gorgeous build out. Fairly inventive menu, better than average food. Nice service, great scene, etc.   at this price point, it's not a destination restaurant and I will likely not return.",Restaurants
468,Royal Street Deli,29.9589985,-90.0640184,19.0,"Great food, great price.   Royal Street Deli changed owners about a month ago. No more groceries, just great food.   My wife happened into RSD for lunch and then insisted we eat there the next day. Boy, am I ever glad she did.   The tomato and mozzarella salad was extraordinary. The alligator sausage po' boy knocked me off my feet.",Restaurants
3521,New Orleans Original Daiquiris,29.9584640962,-90.1837368576,17.0,"I love this place!!! I come here for the pelicans games in the evening and love the convenient location and friendly/prompt service. The bartenders are all so accommodating, nice, and helpful, no matter how busy it is. This is definitely one of the better New Orleans Original Daiquiri locations. The place is always spotless, including the bathroom! They always have a wide variety of daiquiri flavors to fit any taste. I also love the variety of additional alcohol options and how cheap they are! A double shot of well is only $1 & a tooter of top is only $2.50! They also have great daily specials including a happy hour (4pm-8pm) mon-fri, $6 32oz. Daq's mon & wed, & $8 44 oz. daq's on Tuesdays. The place includes 2 poker machines, a giant jenga game, 3 t.v. (That are visible from any seat), plenty of seating, and they have outdoor seating too. As said before, every bartender here is super kind, be sure to tip, they work hard!",Nightlife
109,Pho Cam Ly,29.9211868,-90.0945189,18.0,After 3 weeks of working in the area I finally found a place off of Magazine that is not overrated. Friendly staff! Y'all know I love Phò so it's pretty damn good!,Restaurants
1264,Provisions at The Higgins Hotel New Orleans,29.9425275,-90.0697679,17.0,This is a cute space but do not waste time if you're coming here to get work done. The Wi-Fi does not work. The coffee shop staff and front desk are not helpful and told me to purchase a room to get Wi-Fi which is ridiculous. Also the chairs are too high for the counter tops and you cannot fit your legs under the table. They have a lot of work to fix this coffee shop if it is meant for the public to utilize as well.,Restaurants
3481,Restoration Thrift,29.9687559,-90.0583652,18.5,"I'm going to give them a five for being a clean, well lit, and highly organized store with a delightfully lovely staff. Sure, as the other reviewer said, the inventory is low and more dated than quirky cool but in less than 30 minutes I found 5 super cute women's items to buy and spent less than $25. What more can I ask of a thrift store? So I joined their loyalty program because I will be back",Shopping
965,C. Bel for Awnings,29.919329,-90.083033,16.0,"In my 18 years in the city, C-Bell has replaced 3 awnings for us (they do wear out).  Very professional and no problems encountered.  Highly recommended.  Jim Thornton",Shopping
1045,University Of New Orleans Cafeteria,30.0269839,-90.0678313,17.0,"The food is okay and there are plenty of options.  The only reason why I am giving this place two stars is that lack of rules.  I get that's it's a cafeteria on a college campus, but I don't see why ""no shoes, no shirt, no service"" doesn't apply.",Restaurants
3154,A Musing Bikes,29.9336152,-90.0724935,19.0,"Lots of good things to say. Courteous, generous service. Handsome selection of  rental or great bikes to purchase...excellent, service. Gustavo is very present and really just addresses what you need and doesn't try to give you anything you don't need...respectful about the customer's time. Very clean shop with all the accessories needed and the individualized service. Can't say enough...I hope everyone who lives in or visits NOLA finds out about this place. Great location!!! Thanks, Gustavo!",Shopping
997,Lighting Inc,29.9613162,-90.1159091,19.0,"My choice for finding unique, beautiful lighting fixtures.  Patient and diligent service for supporting obscure bulbs that defy other businesses and online.    This is a boutique, bespoke business fornthose who need their light just right.  This not the place for commodity lighting that can be found anywhere.  A customer needs to become a partner in problem solving.  this a different kind of service.  Beautiful and unique lights, especially chandeliers that are cutting-edge contemporary.  I find it fun just to be in Lighting Inc.  Getting into the parking lot off of  Earhart Expressway can feel like a carrier landing.  Gets that adrenaline pumping prior to a creative exercise.",Shopping
356,Haifa Cuisine & Hookah Bar,29.978933,-90.107866,3.5,"SO SLOW , slow is fine when you expect to stay there for an all night party but when you want to just have a quick bite to eat its lame. The wait staff is friendly but not educated on the menu. It seems like they hire people so that they can get experience in serving. The food is okay but takes forever to get to you.   The last time i went there with my boyfriend we were seated relatively quickly. The waitress came up after about 10 mins to ask what we wanted to drink. By that time we had already looked at the menu and ordered food and drink at the same time. We waited for about 45mins- 1 hour and still havent been given anything.  We sit there some more and the waitress comes over with our food. Then she askes if we would like anything else with that. We said yeah.... our drinks!!!! We sat there for at least an hour with nothing to drink and nothing to snack on. This place takes forever.  The prices are ok. Not to crazy over their one hookah per 2 people rule. If you go there with a group of 3 people they make you pay for a 2nd hookah even though the 3rd member of your group dosnt smoke and isnt 18 yet. That is absolutely ridiculous.  The atmosphere is nice and well thought out and the music is at a nice level.  Try this place for yourselves, i havent been in about a month so hopefully it has gotten better since the last few times i have gone. I, however will not be returning anytime soon.  Ps they have a great yogurt cucumber dip that is absolutly amazing. That alone is worth a star on here in my book.",Restaurants
80,Zea Rotisserie and Grill,29.9386502,-90.0761769,17.0,"I thoroughly enjoyed the ambiance. The decor was modern and cozy. The lighting was appropriate for dinner but terrible for selfies lol. Our waiter was OK. He seemed to be very hyper and impatient. I almost felt like he was rushing to take care of us instead of genuinely trying to give us an experience. I ordered the Shrimp Breaux Bridge and it was tasty. Nothing to phone home about but it was good. My friend ordered the Balsamic Salmon and it was good as well. It kind of reminded me of an Asian dish. Another friend had the Pesto Crusted Idaho Trout. It was cooked and flavored very nicely.   I also ordered the Zangria White which is a sangria that was supposed to include strawberries, blueberries and diced apples... and i only got apples. IF there is an item on the menu that contains SEASONAL FRUITS AND VEGGIES ETC.... DISCLOSE SOMEWHERE ON THE MENU THAT THOSE THINGS ARE OUT OF SEASON. It definitely wouldve made a difference in my drink order. But overall the sangria was OK.   I would go back because Im sure the service is better that what I experienced and I have heard amazing things about the menu.",Restaurants
1486,Silk Road,29.9650322,-90.0519265,3.0,YUMMY! I love indian food and I love New Orleans food...so I was in heaven. It's spicy and flavorful. The samosas and the lentil soup was my favorite. I am looking forward to trying the poboys. Wine tasting on Thursdays is a nice touch. I will be back!,Restaurants
423,Subway,29.9461425,-90.07846,15.0,"You have got to be kidding me, I only wish I could give zero stars. The women working their with their crappy attitudes, huge eyelashes that look like there gonna fall off and their lack of knowledge on how to properly make a sandwich ( if you dimwits are reading this there's 10 slices each salami and pepperoni on the footling spicy Italian) they tried to give me 5 of each and then argue with me. They never wash their hands, their excuse is the gloves their wearing. It doesn't work if you touch everything else and food. Stay away and get something else, Rouses market across the street has a huge selection and great attitudes.",Restaurants
2767,Huevos,29.9743423,-90.1068849,15.0,"Huevos is such a cute little breakfast spot.  My husband and I came here for a mid week breakfast and it was delicious.  I had the huevos rancheros and he had the Blue Jay special  I liked my dish, but his tortilla was the best and came with a small coffee.  For $5 I thought that was a decent deal.  It really filled him up too.  I will definitely be ordering the special for our next trip.  The inside is small and more on the self service side.  I would imagine that it is probably difficult to get a table on a busy weekend morning, but for a late weekday morning it was cozy rather than cramped with just a couple other people inside.    So, if paying a lot would keep you from this breakfast place I would definitely recommend just giving the special a try.  I find this to be an excellent breakfast option in the mid city area and I'm sure that I'll be going back.",Restaurants
3231,Tresor Rare,29.9575887,-90.0648048,19.0,Very pushy people! I feel like I was scammed! Conned me out of $1500.00! When I got the product home it did not work as they showed! Stay away!!!,Shopping
1901,Kim Starr Wise Floral Events,29.92367,-90.072905,9.0,Her work looks amazing. Met with her assistant for a quote for my wedding. I was never contacted after the initial meeting. Not a way to do business :(,Shopping
1282,Cuban Creations Cigar Bar,29.9565233,-90.0642121,6.0,"Great cigar lounge, and probably the best liquor selection I've seen in the French Quarter.  Some friends and I stopped in on a Monday night, and there were several ex NFL players hanging out.",Shopping
1968,Congreso Cubano,29.9682679,-90.0326531,4.0,"I think Congreso is one of the best popups in New Orleans. Maybe I'm biased because I'm Cuban and they're a Cuban cuisine popup BUT I'm usually incredibly critical of Cuban food (that's not in Miami) and I can say that their food is the real deal. The prices are appropriate for the portion and the taste is out of this world. Every bite of their empanadas transports me back to being a 5 year old girl in Miami and ordering pastries from the local bodega. If they every have the lechón asada empanada or the guava and cheese empanada, order both!",Restaurants
2882,Le Bayou,29.9572555,-90.0670177,5.0,"We went for late night dinner- had a group of 12 of us around 10pm. They were able to get us a table right away. Waiter was really nice and patient with us even though we had a big group and one of us spilled a beer . Had the taste of the bayou with jambalaya, gumbo and crawfish etouffee. Didn't actually know what etouffee was but it was my favorite of the 3! Reddish soup with a lot of flavor. Gumbo was my second favorite! Tasty and flavorful. The jambalaya was only ok, didn't have a ton of flavor or seasoning.",Restaurants
1459,Snookers,29.960726,-90.059527,20.0,"This place is perfect for a pit stop between bars. Pool tables are nice, people watching is easy with the open windows/doors and location, and the FRIED CHICKEN WAS AMAYYYYZING!! Really light flavorful breading, perfectly cooked. Seriously want to come back to NOLA for that chicken. Yum.",Restaurants
1994,Bar Mon Cher,29.9572046291,-90.0672430036,5.0,"A 2-story converted bar off the main, busy and crowded touristy Bourbon Street; this place was distinctively quiet and non-touristy where we went to meet our friend who lives in NOLA.  This place is perfect for a group meeting or to get a drink with a group of friends.  It used to be a mansion and they've kept the look and feel of a southern residence.  The furniture, decor, and inviting fireplace all gave the feel of coziness or familiarity in a wealthy vacation bungalow.  The night we went the upstairs was blocked off so just the downstairs was available, and people were lounging on the sofas deep in conversation.  The drinks were strong and well made, the bartender friendly.  She said that the place didn't close and she would be working all night long but it was a quiet night so she was enjoying herself.  This particular bartender had Twilight Zone tattoos all over her arms and was obviously a huge fan.    Overall a good place to break off from the chaos of Bourbon Street just a few steps away if you want to get a quiet drink.",Restaurants
1477,Sarsaparilla,29.9458299043,-90.1349375769,2.0,"I spent 9 days in New Orleans and ate my heart out at so many restaurants while in town. Who knew Sarsaparilla would end up taking the cake and become my favorite of them all! The space is cozy, the music is warm and and jazzy, and the bartender and chef are two of the most creative, incredible, humble artists of their craft that I have ever met. Until I one day become a resident I will always long for the flavors this pair whips up with an oddly scary amount of ease.   Y'all are from outta my dreams!",Restaurants
495,Jimmy John's,29.949957,-90.0733993,17.0,"Just like jimmy johns always says ""crazy fast"". Good spot for a quick delicious sub. Great prices and they deliver in the cbd by bike. I also believe delivery is free or dirt cheap like 75 cents.",Restaurants
3554,Flora Gallery & Coffee Shop,29.9647721503,-90.0513203165,15.0,"I love this place. You've heard of Cheers. Where everybody knows your name. ...    If you don't know someone here, you will, or should.  Welcoming all, you'll find a variety from the colorful 'weird' to the family. Great people, good staples. Not a huge menu, but good, and a great way to start, chill, or finish your day since it's open early and late.   Always a good selection of art, and if you forget your computer and gotta check in, they have a couple computers for you to use at a good price.  Check out the door for local postings too  Go because its layed back, friendly, one stop shop, and great any time Its not plush and polished",Restaurants
1133,Brieux Carré Brewing Company,29.9626495,-90.0572362,19.0,You need to stop in and support this new brewery. You will likely get to meet the brewer/owner. I had flights with everything available and was pleased with everything which included a wide choice of beer styles.,Nightlife
663,Araña Taqueria y Cantina,29.923406,-90.087485,19.0,I really wanted to like this place. Margaritas were decent but the food was pretty bland. Nothing exciting (particularly when we went with the waiter's picks of must have). This place really nice to step up their game if the want to last in NOLA amongst all the other amazing restaurants in town.,Restaurants
426,Kais,29.953614,-90.074921,18.0,While visiting Pythian Market decided to give this place a try.  The California Roll was great and the build a bowl that I got was outstanding.,Restaurants
837,Capulet,29.9646051,-90.0464735,17.0,"Capulet is THE SPOT. Beautiful, open space with plenty of light; perfect for a productive work sesh and quality eats to keep you going. [Note: I'm salivating as I reminisce on their irresistible Kimchi BLT. I ordered it ""to-go,"" and the sammich never made it outside. Like I said, irresistible.]   On top of all the deliciousness and ambiance, you're welcomed by the warmest staff who you can tell are passionate about what they do and serve. Special shout out to Kelsey and Chef Chris who made me feel right at home!  In short, fill your tummy with the best of the best, and bring all the homies.   P.S. Still salivating-- might have to go there tomorrow and get my stacked sandwich fix.",Restaurants
1431,1135 Decatur,29.9605717,-90.0594285,6.0,"Cool bar I love the music they play, especially on Friday nights, bar is very goth in decor , somewhat dark, but very cozy. Drinks are good , and the bartenders are friendly.",Nightlife
1134,Leo’s Bread,29.9756174986,-90.076274432,16.0,"We tried the Semolina bread, everything and sesame bagels. All were absolutely divine! Highly recommend.",Restaurants
1911,Dat Dog,29.9351109,-90.1088662,18.0,"Man does this place have great hot dogs. I got the Louisiana hot sausage (from Harahan) with tomatoes, white onions, and andoullie sauce, which is this delicious gravy like sauce with chunks of andoullie sausage in it. It all is packed into a freshly steamed sourdough bun that has a great little hint of sweetness to it. Order some cajun fries and a Barq's root beer and grab a seat outside for some fresh air while you eat.",Restaurants
1258,James H Cohen & Sons,29.95631422,-90.0663506023,19.0,"Cohen & Sons is like a museum where you can buy everything if you have good enough credit.  Colt revolvers from the wild west. Muskets from Harper's Ferry. Denarii from the Roman Empire. Pirate Treasure.  If you are a grownup who loves history and antiques, you just found your toy store.",Shopping
1724,Ladner's Pools,29.9612023,-90.2034206,16.0,"Big old tired company.  (In fact you can get a Ladner's Credit Card and hot sauce I found out while waiting on hold.)  Any minor repairs have to be handled by a separate ""engineer"".  Otherwise it's a 15 minute leaf skim for $50. Not impressed at all.  The billing department is very friendly, hence 2 stars instead of one.  This week all of the ""technicians"" aka pool guys are off on a company cruise.  We weren't even notified that they wouldn't be showing up.  Found out when we called to cancel the service.  Keep looking....",Shopping
1445,La Carreta,29.9315047,-90.0735425,18.0,This place is still pretty new and still has the initial new crowds of folks checking out the hot new spot in the area.  The picadillo taco and burrito I had seemed pretty bland and lacking in flavor to me.  The chicken options seemed to bring more to the flavor experience.  The chips and salsa were complementary and alright but the salsa could have used a bit more spice for my taste.  Service was a bit on the slower side and it took longer than it should have several times to get my drink refilled.  Overall it doesn't seem to bring very much new to the already overcrowded Magazine Street Tex-Mex selection.  Currently I would still have to give preference to the nearby Juan's Flying Burrito over this spot.  Maybe they will develop their niche here with their drink and happy hour options?,Restaurants
39,HAPPYJAXX,29.945239,-90.069555,17.0,Food was excellent but why does the woman at the counter add a tip on to your credit card without you knowing?,Restaurants
